,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,text_clean,label_id,ESG_Label,Impact_Level_Code,ESG_Controversy,Year,Sentiment_Code
309,309,309,309,309,2025-02-23,Market braces for a major policy announcement from the EU,MarketWatch,Accounting Fraud Investigation,Nasdaq Composite,-4.57,67.43,Negative,Healthcare,High,Ford Motor Company,https://www.wsj.com/china/market-rally,market braces for a major policy announcement from the eu,5,Governance,2,1,2025,-1.0
310,310,310,310,310,2025-04-06,UK's FTSE 100 sees a boost from favorable trade data,Barron's,Executive Misconduct,ASX 200,-4.41,494.26,,Automotive,Low,General Motors,https://www.moneycontrol.com/us-markets/sp-500,uk's ftse 100 sees a boost from favorable trade data,18,Governance,0,0,2025,
311,311,311,311,311,2025-06-18,"Global trade talks collapse, causing market turmoil",The Motley Fool,Antitrust Investigation,NSE Nifty,1.95,19.37,Positive,Transportation,Medium,Exxon Mobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,"global trade talks collapse, causing market turmoil",9,Governance,1,1,2025,1.0
312,312,312,312,312,2025-08-01,Retail sales report surpasses all forecasts,Mint,Executive Misconduct,NSE Nifty,-1.2,467.26,Negative,Technology,Medium,Microsoft,https://www.bloomberg.com/australia/asx-200-performance,retail sales report surpasses all forecasts,0,Governance,1,1,2025,-1.0
313,313,313,313,313,2025-06-08,Federal Reserve Chairman's speech causes market volatility,Reuters,Regulatory Compliance Failure,Dow Jones,-0.96,366.56,Negative,Industrials,High,Microsoft,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,federal reserve chairman's speech causes market volatility,9,Governance,2,1,2025,-1.0
314,314,314,314,314,2025-02-27,New regulations on cryptocurrencies cause a market dip,Yahoo Finance,Antitrust Investigation,ASX 200,2.79,278.46,Positive,Telecommunications,Low,Apple Inc.,https://www.reuters.com/business/energy/oil-market-update,new regulations on cryptocurrencies cause a market dip,18,Governance,0,0,2025,1.0
315,315,315,315,315,2025-06-19,China's Shanghai Composite falls after new trade restrictions,Reuters,Executive Misconduct,Nikkei 225,-4.97,457.32,Negative,Aerospace & Defense,High,Microsoft,https://www.marketwatch.com/story/commodities-price-shock,china's shanghai composite falls after new trade restrictions,10,Governance,2,1,2025,-1.0
316,316,316,316,316,2025-06-18,Central Bank's dovish tone hints at future rate cuts,Investopedia,Antitrust Investigation,KOSPI,-1.19,463.54,Neutral,Pharmaceuticals,Low,General Motors,https://www.business-standard.com/international-business/trade-policy,central bank's dovish tone hints at future rate cuts,18,Governance,0,0,2025,0.0
317,317,317,317,317,2025-07-14,Massive stock buyback program announced by a consumer goods company,Forbes,Antitrust Investigation,S&P/TSX Composite,3.63,11.23,Neutral,Construction,Medium,Lockheed Martin,https://www.wsj.com/china/market-regulation,massive stock buyback program announced by a consumer goods company,6,Governance,1,1,2025,0.0
318,318,318,318,318,2025-03-30,New regulations on cryptocurrencies cause a market dip,Wall Street Journal,Accounting Fraud Investigation,Shanghai Composite,3.07,289.57,Negative,Retail,Low,Chevron Corporation,https://www.moneycontrol.com/us-markets/nasdaq-composite,new regulations on cryptocurrencies cause a market dip,16,Governance,0,0,2025,-1.0
319,319,319,319,319,2025-07-16,Merger talks between two banks fall through,Bloomberg,Accounting Fraud Investigation,ASX 200,1.48,29.93,Neutral,Utilities,Low,Apple Inc.,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,merger talks between two banks fall through,4,Governance,0,0,2025,0.0
320,320,320,320,320,2025-07-27,Government policy shift boosts renewable energy sector,Business Standard,Regulatory Compliance Failure,Dow Jones,3.76,114.42,Negative,Finance,Medium,Bank of America,https://www.investopedia.com/articles/government-policy-announcement,government policy shift boosts renewable energy sector,12,Governance,1,1,2025,-1.0
321,321,321,321,321,2025-02-21,Bond yields tumble as investors seek safe havens,Economic Times,Human Rights Allegation,Russell 2000,3.44,96.22,Negative,Technology,Low,Chevron Corporation,https://www.moneycontrol.com/us-markets/dow-jones-industrial,bond yields tumble as investors seek safe havens,19,Social,0,0,2025,-1.0
322,322,322,322,322,2025-03-30,New regulations on cryptocurrencies cause a market dip,Yahoo Finance,Accounting Fraud Investigation,Hang Seng,1.53,471.85,Negative,Aerospace & Defense,High,Ford Motor Company,https://www.business-standard.com/finance/corporate-earnings,new regulations on cryptocurrencies cause a market dip,16,Governance,2,1,2025,-1.0
323,323,323,323,323,2025-05-20,Mining company stock surges on commodity price boom,Forbes,Antitrust Investigation,Nasdaq Composite,3.21,249.69,Negative,Materials,High,JPMorgan Chase,https://timesofindia.indiatimes.com/business/corporate-governance,mining company stock surges on commodity price boom,4,Governance,2,1,2025,-1.0
324,324,324,324,324,2025-05-30,Crude oil prices drop to a multi-year low,Barron's,Antitrust Investigation,KOSPI,,306.8,Negative,Construction,High,Microsoft,https://www.wsj.com/europe/dax-performance,crude oil prices drop to a multi year low,9,Governance,2,1,2025,-1.0
325,325,325,325,325,2025-07-30,Pharmaceutical company's drug approval drives stock upward,Seeking Alpha,Regulatory Compliance Failure,NSE Nifty,2.33,159.38,Negative,Materials,High,Intel,https://timesofindia.indiatimes.com/business/corporate-governance,pharmaceutical company's drug approval drives stock upward,13,Governance,2,1,2025,-1.0
326,326,326,326,326,2025-06-04,New regulations on cryptocurrencies cause a market dip,Forbes,Regulatory Compliance Failure,Dow Jones,-2.18,272.25,Negative,Materials,Low,JPMorgan Chase,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,new regulations on cryptocurrencies cause a market dip,10,Governance,0,0,2025,-1.0
327,327,327,327,327,2025-03-13,UK's FTSE 100 sees a boost from favorable trade data,Times of India,Accounting Fraud Investigation,Nasdaq Composite,2.84,319.4,Negative,Industrials,Medium,Intel,https://www.investopedia.com/articles/government-policy-announcement,uk's ftse 100 sees a boost from favorable trade data,13,Governance,1,1,2025,-1.0
328,328,328,328,328,2025-02-06,Real Estate sector shows signs of overheating as interest rates fall,The Economist,Executive Misconduct,S&P 500,,390.75,Negative,Transportation,High,JPMorgan Chase,https://www.business-standard.com/economy/trade-disputes-impact,real estate sector shows signs of overheating as interest rates fall,9,Governance,2,1,2025,-1.0
329,329,329,329,329,2025-07-08,E-commerce earnings report beats all analyst expectations,Seeking Alpha,Antitrust Investigation,Euro Stoxx 50,-0.29,337.64,Negative,Construction,Low,JPMorgan Chase,https://economictimes.indiatimes.com/news/economy/unemployment-rate,e commerce earnings report beats all analyst expectations,11,Governance,0,0,2025,-1.0
330,330,330,330,330,2025-05-02,Government policy shift boosts renewable energy sector,Economic Times,Human Rights Allegation,Russell 2000,4.2,318.11,Neutral,Media & Entertainment,Medium,Ford Motor Company,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,government policy shift boosts renewable energy sector,3,Social,1,1,2025,0.0
331,331,331,331,331,2025-07-11,Manufacturing PMI data signals economic expansion,CNBC,Regulatory Compliance Failure,S&P/TSX Composite,-1.48,478.75,Neutral,Telecommunications,Medium,Apple Inc.,https://www.cnbc.com/2025/09/automotive-industry-trends,manufacturing pmi data signals economic expansion,12,Governance,1,1,2025,0.0
332,332,332,332,332,2025-06-24,Government policy shift boosts renewable energy sector,CNBC,Carbon Emissions Violation,Nikkei 225,,463.05,Negative,Real Estate,Low,JPMorgan Chase,https://www.theeconomist.com/world/government-policy-announcement,government policy shift boosts renewable energy sector,2,Environmental,0,0,2025,-1.0
333,333,333,333,333,2025-05-13,Nikkei 225 index benefits from a weaker yen,Business Standard,Product Safety Recall,Nikkei 225,0.02,4.19,Negative,Telecommunications,Low,Intel,https://www.cnbc.com/2025/10/real-estate-market-analysis,nikkei 225 index benefits from a weaker yen,3,Social,0,0,2025,-1.0
334,334,334,334,334,2025-02-07,Automotive industry faces headwinds from rising material costs,Barron's,Accounting Fraud Investigation,Russell 2000,,238.48,Negative,Technology,Medium,Exxon Mobil,https://www.business-standard.com/economy/trade-disputes-impact,automotive industry faces headwinds from rising material costs,12,Governance,1,1,2025,-1.0
335,335,335,335,335,2025-02-01,Manufacturing PMI data signals economic expansion,Investopedia,Antitrust Investigation,Nasdaq Composite,-1.29,247.98,Negative,Telecommunications,High,Chevron Corporation,https://economictimes.indiatimes.com/news/economy/unemployment-rate,manufacturing pmi data signals economic expansion,7,Governance,2,1,2025,-1.0
336,336,336,336,336,2025-06-12,ASX 200 gains on strong export performance,Bloomberg,Accounting Fraud Investigation,DAX,-1.12,449.37,Negative,Retail,High,Apple Inc.,https://timesofindia.indiatimes.com/business/agriculture-sector,asx 200 gains on strong export performance,12,Governance,2,1,2025,-1.0
337,337,337,337,337,2025-03-26,Quarterly report shows surprising losses for retail giants,Wall Street Journal,Regulatory Compliance Failure,Russell 2000,1.95,168.04,Neutral,Technology,Low,Intel,https://www.forbes.com/crypto/cryptocurrency-regulation,quarterly report shows surprising losses for retail giants,14,Governance,0,0,2025,0.0
338,338,338,338,338,2025-05-06,Government spending bill is expected to stimulate the economy,Financial Times,Antitrust Investigation,Dow Jones,-2.47,96.2,Negative,Finance,High,Lockheed Martin,https://www.moneycontrol.com/us-markets/nasdaq-composite,government spending bill is expected to stimulate the economy,1,Governance,2,1,2025,-1.0
339,339,339,339,339,2025-04-24,Government subsidy program gives a lift to the agriculture sector,Business Standard,Product Safety Recall,KOSPI,-3.51,34.43,Negative,Construction,High,Intel,,government subsidy program gives a lift to the agriculture sector,19,Social,2,1,2025,-1.0
340,340,340,340,340,2025-04-08,,Reuters,Labor Rights Violation,Hang Seng,-1.66,127.78,Negative,Agriculture,High,Microsoft,https://www.ft.com/content/media-entertainment-merger,,17,Social,2,1,2025,-1.0
341,341,341,341,341,2025-03-22,Major oil spill sends energy stocks plummeting,Times of India,Accounting Fraud Investigation,Nikkei 225,3.6,24.86,Negative,Agriculture,High,Apple Inc.,https://www.investopedia.com/articles/government-policy-announcement,major oil spill sends energy stocks plummeting,13,Governance,2,1,2025,-1.0
342,342,342,342,342,2025-02-10,Bond yields tumble as investors seek safe havens,Seeking Alpha,Antitrust Investigation,IBOVESPA,-2.79,28.62,Negative,Energy,High,Microsoft,https://www.ft.com/content/consumer-confidence-report,bond yields tumble as investors seek safe havens,12,Governance,2,1,2025,-1.0
343,343,343,343,343,2025-05-12,Banking stocks dip after a major scandal is revealed,MarketWatch,Executive Misconduct,Shanghai Composite,3.89,208.79,Negative,Aerospace & Defense,Medium,General Motors,https://www.reuters.com/markets/indices/ftse-100,banking stocks dip after a major scandal is revealed,6,Governance,1,1,2025,-1.0
344,344,344,344,344,2025-03-23,Central Bank's dovish tone hints at future rate cuts,The Motley Fool,Accounting Fraud Investigation,FTSE 100,-4.32,484.88,Neutral,Telecommunications,Medium,Ford Motor Company,https://www.reuters.com/markets/indices/nikkei-225,central bank's dovish tone hints at future rate cuts,1,Governance,1,1,2025,0.0
345,345,345,345,345,2025-06-29,Government policy shift boosts renewable energy sector,Economic Times,Labor Rights Violation,TSX,,88.44,Negative,Telecommunications,High,Chevron Corporation,https://www.cnbc.com/2025/12/healthcare-sector-outlook,government policy shift boosts renewable energy sector,17,Social,2,1,2025,-1.0
346,346,346,346,346,2025-03-31,Government spending bill is expected to stimulate the economy,Economic Times,Product Safety Recall,Nasdaq Composite,-1.91,472.28,Neutral,Energy,Low,JPMorgan Chase,https://www.cnbc.com/2025/11/major-merger-deal-approved,government spending bill is expected to stimulate the economy,19,Social,0,0,2025,0.0
347,347,347,347,347,2025-03-20,Unexpected rise in unemployment fuels market pessimism,Economic Times,Executive Misconduct,TSX,-3.23,132.69,Negative,Utilities,Medium,Microsoft,https://www.ft.com/content/currency-devaluation,unexpected rise in unemployment fuels market pessimism,10,Governance,1,1,2025,-1.0
348,348,348,348,348,2025-02-27,Utilities sector remains stable during market fluctuations,Wall Street Journal,Accounting Fraud Investigation,BSE Sensex,-2.09,300.99,Negative,Construction,High,General Motors,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,utilities sector remains stable during market fluctuations,10,Governance,2,1,2025,-1.0
349,349,349,349,349,2025-06-28,Manufacturing PMI data signals economic expansion,The Motley Fool,Accounting Fraud Investigation,Russell 2000,-1.94,379.46,Negative,Real Estate,Medium,Apple Inc.,https://www.ft.com/content/geopolitical-summit,manufacturing pmi data signals economic expansion,16,Governance,1,1,2025,-1.0
350,350,350,350,350,2025-04-09,Major oil spill sends energy stocks plummeting,Wall Street Journal,Regulatory Compliance Failure,Euro Stoxx 50,-4.65,413.34,Negative,Retail,High,Ford Motor Company,,major oil spill sends energy stocks plummeting,4,Governance,2,1,2025,-1.0
351,351,351,351,351,2025-02-26,Federal Reserve Chairman's speech causes market volatility,The Economist,Antitrust Investigation,Nikkei 225,4.26,45.94,Positive,Energy,Medium,Lockheed Martin,https://www.wsj.com/europe/dax-performance,federal reserve chairman's speech causes market volatility,5,Governance,1,1,2025,1.0
352,352,352,352,352,2025-06-11,Tech Giant's New Product Launch Sparks Sector-Wide Gains,CNBC,Executive Misconduct,IBOVESPA,-1.95,446.76,Negative,Industrials,High,JPMorgan Chase,https://economictimes.indiatimes.com/industry/industrials,tech giant's new product launch sparks sector wide gains,6,Governance,2,1,2025,-1.0
353,353,353,353,353,2025-04-10,Merger talks between two banks fall through,Bloomberg,Regulatory Compliance Failure,Shanghai Composite,-2.33,61.78,Negative,Construction,Low,Apple Inc.,https://www.ft.com/content/media-entertainment-merger,merger talks between two banks fall through,15,Governance,0,0,2025,-1.0
354,354,354,354,354,2025-08-11,Federal Reserve Chairman's speech causes market volatility,Reuters,Antitrust Investigation,BSE Sensex,3.32,241.89,Neutral,Agriculture,Medium,Microsoft,,federal reserve chairman's speech causes market volatility,13,Governance,1,1,2025,0.0
